chunk_id,orthogonal_time,linear_time,parousia,rome_iron_city,anamnesis,entelechy,logos,the_divine,gnosticism,two_source_cosmology,dreaming,childhood,death_rebirth,judgment,dionysos,zebra,valis_entity,pink_light,information,hologram,symmetry_breaking,music,fish_sign,maze,android,drug_perception,writing_process,garden,cat,rat
1976-09-15_Dorothy_199,0,0,0,High,0,0,0,High,0,Medium,Medium,0,0,0,0,0,0,0,0,0,0,0,Low,0,0,0,High,0,Low,High
1976-09-15_Dorothy_20,Medium,Low,0,High,0,0,Medium,High,0,Low,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low,High,Low,High
1976-09-15_Dorothy_200,0,0,0,High,Medium,0,Low,High,0,Medium,0,0,Low,0,0,0,0,0,0,0,0,0,Medium,Low,0,0,High,0,Medium,High
1976-09-15_Dorothy_201,0,0,0,Medium,0,0,Low,High,0,0,0,0,0,0,0,High,0,0,Medium,0,0,0,Low,Low,0,Low,High,Low,High,High
1976-09-15_Dorothy_202,0,Medium,0,Medium,0,0,Low,Medium,0,0,0,0,0,0,0,High,0,0,Low,0,0,0,0,Medium,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_203,0,0,0,Low,0,0,0,0,0,0,0,0,0,Low,0,High,0,0,0,0,Low,0,0,Low,0,Low,Low,0,Medium,High
1976-09-15_Dorothy_204,Low,0,0,0,0,0,0,High,0,Low,0,0,0,0,0,High,0,0,0,0,0,Low,0,Low,0,Low,Medium,0,Medium,High
1976-09-15_Dorothy_205,0,0,0,0,0,0,Medium,High,0,High,0,0,0,0,0,High,Low,0,0,0,0,0,0,Low,0,Medium,High,0,Medium,High
1976-09-15_Dorothy_206,0,0,0,0,0,0,Low,Medium,0,High,High,0,Medium,0,0,High,0,0,Medium,Low,0,0,0,Medium,0,Medium,Medium,0,Medium,High
1976-09-15_Dorothy_207,Low,0,0,Low,Medium,0,Medium,High,Low,Medium,High,0,Medium,0,0,0,0,0,High,0,0,0,Low,0,0,0,Low,0,Medium,High
1976-09-15_Dorothy_208,0,0,0,0,Medium,0,Medium,High,0,Medium,Medium,Low,Medium,0,0,Medium,0,0,High,0,0,0,0,0,0,Low,High,0,Low,High
1976-09-15_Dorothy_209,0,Low,0,High,Low,0,Low,Medium,0,Low,Medium,Medium,Low,0,0,High,0,0,Low,0,0,0,0,0,0,0,0,0,Medium,High
1976-09-15_Dorothy_21,0,0,0,Medium,Medium,0,Medium,High,0,Low,Medium,0,Low,0,Low,0,0,0,0,0,Medium,0,Medium,Low,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_210,0,0,0,High,Medium,0,Medium,High,0,Medium,Medium,0,Medium,0,0,0,0,0,Medium,0,0,0,Low,0,0,0,0,0,Medium,High
1976-09-15_Dorothy_211,0,0,0,Low,Medium,0,Medium,Medium,Low,0,Low,0,Medium,0,0,0,0,0,Medium,0,0,0,Low,0,0,Low,Medium,0,Low,Medium
1976-09-15_Dorothy_212,0,0,0,Medium,Medium,0,High,High,High,Low,0,0,0,0,0,Medium,0,0,Medium,0,0,0,Medium,Low,0,Medium,High,0,High,High
1976-09-15_Dorothy_213,0,0,0,Low,Medium,0,Medium,High,High,Low,Medium,Medium,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_214,0,0,Low,Medium,Medium,0,0,Medium,Medium,0,High,0,High,0,0,0,0,0,0,0,0,Low,0,0,0,High,High,0,High,High
1976-09-15_Dorothy_215,0,0,0,Low,Low,0,0,High,0,Low,Medium,0,0,0,0,High,0,0,Medium,0,0,0,0,Low,0,Medium,High,0,Medium,High
1976-09-15_Dorothy_216,0,0,0,High,Low,0,0,Medium,Low,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High,0,Low,High
1976-09-15_Dorothy_217,0,0,0,Low,Low,0,Medium,High,0,Medium,Medium,Medium,Low,0,Low,0,0,0,0,0,0,0,Low,0,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_218,0,0,0,Medium,High,0,Low,High,0,Low,High,Low,0,0,0,Medium,0,0,0,0,0,0,Medium,0,0,0,High,0,Medium,High
1976-09-15_Dorothy_219,0,0,0,Low,Medium,0,Low,High,Low,Medium,Medium,0,Low,0,0,Medium,0,0,0,0,0,Medium,0,Medium,0,Medium,High,0,Low,Medium
1976-09-15_Dorothy_22,0,0,0,Medium,Medium,Medium,0,High,0,0,Medium,0,Low,0,0,0,0,0,0,0,Low,Low,0,0,0,Low,Medium,Low,High,High
1976-09-15_Dorothy_220,0,Medium,0,Medium,Medium,0,Low,High,0,Low,Medium,Low,0,0,0,Medium,0,0,0,0,0,Medium,0,0,0,Medium,High,0,0,High
1976-09-15_Dorothy_221,0,0,0,Medium,Medium,0,Medium,High,Low,High,High,0,0,0,Low,Medium,0,0,Low,0,0,0,0,0,0,0,Medium,0,0,High
1976-09-15_Dorothy_222,0,0,0,High,Medium,0,Medium,High,0,High,Low,0,Low,Low,0,High,0,0,0,Low,0,0,Low,Low,0,0,0,0,Medium,High
1976-09-15_Dorothy_223,0,0,0,Medium,Medium,0,0,High,0,Low,Medium,0,Medium,0,0,0,0,0,0,Low,0,0,Low,High,Medium,Medium,Medium,0,High,High
1976-09-15_Dorothy_224,0,0,0,Medium,Low,0,Low,Medium,0,Low,Medium,0,0,0,0,High,0,Low,Low,Medium,0,0,0,Medium,0,0,Low,0,Medium,High
1976-09-15_Dorothy_225,0,0,0,Low,0,0,Medium,High,Medium,0,0,0,0,0,Low,High,0,0,High,0,0,0,0,0,0,0,Medium,Medium,Medium,High
1976-09-15_Dorothy_226,0,0,0,0,Low,0,Low,High,0,0,Medium,0,Low,0,0,High,0,Low,High,0,0,0,0,0,0,Medium,Medium,0,Medium,Medium
1976-09-15_Dorothy_227,0,0,0,0,Medium,0,Medium,High,Low,High,Medium,0,Low,0,0,High,0,Low,Low,High,0,Low,0,High,0,Medium,Medium,0,Medium,Medium
1976-09-15_Dorothy_228,0,0,Medium,0,Low,0,Medium,High,Medium,0,Medium,0,0,0,0,High,0,0,High,High,0,0,0,High,0,Low,0,0,High,High
1976-09-15_Dorothy_229,0,0,0,0,0,0,0,High,High,High,0,0,Medium,0,0,High,0,0,0,0,0,0,0,High,0,Low,Medium,0,High,High
1976-09-15_Dorothy_23,0,0,0,Medium,Low,0,0,High,0,Medium,High,0,High,0,0,0,0,0,0,0,0,Low,Low,Low,0,0,High,Medium,Low,Medium
1976-09-15_Dorothy_230,0,0,0,0,Medium,0,Medium,High,Medium,Medium,High,0,Medium,0,0,High,0,0,High,0,0,0,Low,High,0,Medium,Medium,0,High,Medium
1976-09-15_Dorothy_231,0,0,0,Low,0,0,High,High,Low,Medium,High,0,High,0,0,High,0,0,High,0,0,0,Low,Medium,0,0,Medium,0,High,High
1976-09-15_Dorothy_232,0,0,Low,Medium,0,Medium,Medium,High,Low,Low,High,0,Low,0,0,High,0,0,High,0,0,Low,Low,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_233,0,0,0,0,0,Low,Medium,High,Medium,Low,Low,0,0,0,0,Medium,0,0,Medium,0,0,Low,0,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_234,0,0,0,0,0,0,0,Medium,0,Medium,Medium,0,0,0,0,0,0,0,Low,0,0,0,Low,0,0,High,Medium,Low,High,High
1976-09-15_Dorothy_235,Low,0,0,0,0,0,0,High,Low,Medium,Medium,0,0,0,0,High,Low,0,Low,0,0,0,Medium,0,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_236,0,0,0,Low,0,Low,Low,High,Low,Low,0,0,Medium,Low,0,High,0,0,High,0,0,0,Low,0,0,Low,Medium,0,High,High
1976-09-15_Dorothy_237,0,0,0,0,Low,Low,Low,High,0,High,Medium,0,Medium,0,0,High,High,0,Low,0,0,Medium,Low,0,0,0,Medium,0,High,High
1976-09-15_Dorothy_238,0,0,0,Low,0,0,Medium,High,0,Medium,0,0,Low,0,0,0,Low,0,0,0,0,0,0,0,0,0,Low,0,High,Medium
1976-09-15_Dorothy_239,0,0,0,Low,0,0,Low,High,0,Low,Medium,0,Low,0,0,High,0,0,High,0,0,0,Low,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_24,0,0,0,Medium,0,0,Low,High,0,Medium,High,0,0,0,0,High,0,0,Medium,0,0,0,0,0,0,Medium,0,0,0,High
1976-09-15_Dorothy_240,0,0,0,0,0,0,0,Medium,0,High,0,0,Medium,0,0,0,0,0,High,0,0,0,0,Low,0,Low,0,0,Medium,High
1976-09-15_Dorothy_241,0,0,0,Low,0,0,High,High,Medium,High,0,0,Medium,0,0,Medium,0,0,Medium,Medium,0,0,Low,0,0,0,0,0,0,High
1976-09-15_Dorothy_242,0,0,0,0,0,0,0,Medium,Medium,High,Low,0,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
1976-09-15_Dorothy_25,0,Medium,0,0,0,Medium,0,High,0,Medium,0,0,0,Low,0,High,0,0,0,0,0,0,0,0,0,Medium,0,0,Low,High
1976-09-15_Dorothy_26,Low,Medium,0,High,Medium,Low,0,High,Medium,Low,Medium,0,0,0,0,High,0,0,0,0,0,0,High,Low,0,Medium,0,0,Medium,Medium
1976-09-15_Dorothy_27,0,0,0,High,Low,0,0,High,High,0,High,0,Low,0,0,High,0,0,0,0,0,0,Low,0,0,Low,Low,Low,Low,High
1976-09-15_Dorothy_28,0,0,Medium,0,Low,0,0,High,High,Medium,Medium,0,Low,Low,0,High,0,0,0,0,0,0,Low,0,0,Low,0,0,Medium,High
1976-09-15_Dorothy_29,Low,0,Low,Medium,Low,0,Low,High,0,Low,High,Medium,Low,0,0,High,0,0,0,0,0,0,Low,0,0,Low,Medium,0,Medium,High
1976-09-15_Dorothy_30,0,Low,0,0,Low,0,Low,High,High,Medium,Medium,0,0,0,0,High,0,0,0,0,0,0,Low,Low,0,0,Medium,0,Medium,Medium
1976-09-15_Dorothy_31,0,0,0,0,0,0,Medium,High,Low,0,High,0,Low,0,High,High,0,0,0,0,0,0,0,0,0,Low,Low,0,High,High
1976-09-15_Dorothy_32,0,0,Medium,High,Low,Low,High,High,Low,Low,Low,0,0,0,0,High,0,0,0,0,0,0,Medium,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_33,Medium,0,Low,Medium,Low,Low,Medium,High,0,Low,High,0,0,0,0,High,0,0,0,0,Low,0,Low,0,0,High,0,0,Medium,High
1976-09-15_Dorothy_34,Medium,High,0,Medium,0,0,Low,High,0,Low,High,0,Low,Low,0,High,0,0,0,0,0,0,0,0,0,Medium,0,Medium,High,High
1976-09-15_Dorothy_35,Medium,Low,0,0,0,0,Medium,High,0,Low,Medium,0,Medium,Medium,0,High,0,0,0,0,0,0,Medium,Medium,0,Low,Medium,0,Low,High
1976-09-15_Dorothy_36,0,Low,0,0,Low,0,Low,High,0,Medium,High,0,Low,0,0,High,0,0,0,0,0,0,High,Low,0,Low,0,0,Low,High
1976-09-15_Dorothy_37,Low,Medium,Low,Medium,0,Medium,Medium,High,0,Medium,High,Low,Low,0,0,High,0,0,0,0,0,0,Low,0,0,Medium,0,Low,Low,High
1976-09-15_Dorothy_38,0,0,0,Medium,0,0,Medium,High,0,Medium,High,0,0,0,0,0,0,0,0,0,0,Medium,0,0,0,Medium,High,Low,Low,High
1976-09-15_Dorothy_39,0,0,0,Low,Low,0,Medium,High,0,0,Low,0,0,0,0,Medium,0,0,0,0,0,0,0,0,0,0,Low,0,Low,High
1976-09-15_Dorothy_40,0,0,0,0,0,Medium,Low,High,0,0,High,0,Low,0,0,High,0,0,0,0,0,0,0,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_41,0,0,0,0,0,0,Low,High,0,0,0,0,0,0,0,High,0,0,0,0,0,0,0,Low,0,0,Medium,0,0,High
1976-09-15_Dorothy_42,0,0,0,0,Medium,Medium,Medium,High,0,Low,Medium,0,Low,0,0,Medium,0,0,0,Low,0,Medium,Low,Low,0,Low,Low,0,Medium,High
1976-09-15_Dorothy_43,0,0,0,0,Medium,Low,Low,High,0,Low,High,Medium,0,0,0,High,0,0,0,0,Low,0,0,0,0,Medium,0,0,Low,High
1976-09-15_Dorothy_44,0,Low,0,Medium,0,Low,Medium,High,Medium,Low,Medium,Medium,0,0,0,High,Low,0,0,0,0,0,0,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_45,0,0,0,0,Medium,0,Medium,High,0,Low,Medium,0,Low,0,0,High,Low,0,0,0,0,0,0,0,0,Medium,0,0,Low,Medium
1976-09-15_Dorothy_46,0,0,0,0,Low,0,Medium,High,0,Medium,Medium,0,High,0,0,High,0,0,Medium,0,0,0,0,0,0,0,Medium,0,Medium,Medium
1976-09-15_Dorothy_47,0,0,0,Medium,Low,0,0,High,0,Medium,Medium,0,Medium,Low,0,High,0,0,0,0,0,0,0,0,0,0,Low,Medium,Low,Medium
1976-09-15_Dorothy_48,0,0,Medium,High,Low,0,Medium,High,0,Medium,0,0,0,Medium,0,High,Low,0,Medium,0,0,0,Low,0,Medium,0,Medium,Medium,Medium,High
1976-09-15_Dorothy_49,Low,Low,Low,Medium,0,Low,Medium,High,0,Medium,0,Medium,Low,0,0,Medium,0,0,0,0,0,0,0,Low,Medium,0,Medium,Medium,Medium,High
1976-09-15_Dorothy_50,0,0,0,Medium,0,0,High,High,Medium,Medium,Medium,0,0,0,0,Medium,Low,0,Low,0,0,0,Low,0,0,Low,Medium,0,High,High
1976-09-15_Dorothy_51,Low,Medium,0,High,0,0,Medium,High,0,Medium,High,0,Medium,0,0,0,Low,0,Low,0,0,0,Medium,0,0,0,Low,0,Medium,High
1976-09-15_Dorothy_52,0,0,0,Medium,Low,0,0,High,Medium,Medium,High,Medium,0,0,0,Medium,0,0,Low,Low,0,0,0,Medium,0,Medium,Low,High,Medium,High
1976-09-15_Dorothy_53,Medium,Low,0,High,Medium,0,0,High,0,Medium,Medium,0,Low,0,0,0,0,0,Medium,0,0,0,0,Medium,0,Low,Medium,0,Low,High
1976-09-15_Dorothy_54,High,Medium,Low,Medium,Low,Low,Low,High,Low,Medium,High,0,Low,Low,0,0,0,0,0,0,0,0,Low,0,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_55,Medium,0,0,0,0,Medium,Medium,Medium,0,Medium,0,0,Low,0,0,0,0,0,0,0,Low,Low,0,Low,0,Medium,0,0,Medium,High
1976-09-15_Dorothy_56,0,0,0,0,Medium,Medium,Medium,High,Medium,Low,Medium,Low,High,Medium,0,High,0,0,0,0,0,Low,Low,0,0,Low,Low,0,High,Medium
1976-09-15_Dorothy_57,Low,High,0,High,Low,Low,Medium,High,High,Medium,0,0,High,Low,0,Medium,0,0,0,0,0,0,Low,0,0,0,Low,Medium,Low,High
1976-09-15_Dorothy_58,0,High,0,High,Low,Low,0,High,High,0,0,0,0,0,Low,0,0,0,0,0,0,0,Low,0,0,0,0,Medium,Medium,High
1976-09-15_Dorothy_59,0,Medium,Low,0,Medium,0,Medium,High,Medium,0,Medium,Low,0,Medium,Medium,High,0,0,0,0,0,0,0,0,0,Medium,Medium,Low,Medium,High
1976-09-15_Dorothy_60,0,Low,0,Low,Low,0,High,High,0,Low,High,0,Low,0,0,Medium,0,0,High,0,0,0,0,High,0,Low,High,0,High,High
1976-09-15_Dorothy_61,0,0,0,Low,0,0,Medium,High,0,Medium,Medium,Medium,Medium,0,0,Medium,0,0,Medium,0,0,0,0,Medium,0,0,Medium,0,High,High
1976-09-15_Dorothy_62,0,0,0,High,0,0,Medium,High,Medium,Medium,Medium,Medium,Medium,0,0,0,0,0,Low,0,0,0,0,Medium,0,0,Low,0,Low,Medium
1976-09-15_Dorothy_63,0,0,0,High,0,0,0,High,Low,Medium,Medium,0,Low,0,0,0,0,0,0,0,0,0,Medium,Medium,0,Low,High,0,High,High
1976-09-15_Dorothy_64,0,0,0,High,Medium,0,Medium,High,Low,Low,Medium,0,High,0,0,Medium,0,0,Low,0,0,0,Low,Medium,0,High,High,Low,Medium,Low
1976-09-15_Dorothy_65,High,High,0,High,Low,0,Medium,High,0,Medium,Medium,0,Medium,0,0,0,Low,0,0,0,0,Low,0,High,0,Medium,High,0,Medium,Medium
1976-09-15_Dorothy_66,High,High,0,High,Medium,0,Medium,High,Low,Low,Medium,0,0,0,0,0,0,0,Low,0,0,0,0,High,0,0,High,Low,Medium,Medium
1976-09-15_Dorothy_67,High,High,0,High,Low,0,Medium,High,0,Medium,Low,0,Medium,0,0,High,Low,0,0,0,0,0,0,Medium,0,0,High,0,High,High
1976-09-15_Dorothy_68,High,High,0,High,Medium,0,Medium,High,Medium,Medium,0,Low,Medium,0,0,High,Medium,0,0,0,0,0,0,0,0,0,0,0,Low,High
1976-09-15_Dorothy_69,High,High,0,High,Medium,0,Medium,High,0,0,High,0,Low,0,0,Medium,0,0,0,0,0,Low,0,Medium,0,Low,Medium,Low,High,High
1976-09-15_Dorothy_70,High,High,0,Low,Medium,0,0,High,High,Low,High,0,0,0,0,Medium,Low,0,0,0,0,0,Medium,Medium,0,Low,Medium,0,Medium,High
1976-09-15_Dorothy_71,Low,Medium,0,Medium,High,0,Medium,High,Low,0,High,Low,0,0,0,Medium,0,0,0,0,0,0,0,Medium,0,0,Medium,0,Medium,Medium
1976-09-15_Dorothy_72,Low,Medium,Medium,0,High,0,High,High,High,Medium,Low,0,Medium,0,0,High,Medium,0,0,0,0,Low,Medium,0,Low,0,Low,0,Medium,High
1976-09-15_Dorothy_73,0,0,0,0,Low,0,Low,High,High,High,Low,Medium,Low,0,0,High,0,0,0,0,0,Low,Low,Medium,0,Low,Medium,0,Medium,Medium
1976-09-15_Dorothy_74,0,0,0,0,0,0,Low,High,High,0,0,Low,Low,0,Low,Medium,Low,0,0,0,0,0,Low,Medium,0,Low,Medium,Low,Medium,High
1976-09-15_Dorothy_75,0,0,0,0,0,0,Medium,Medium,Low,0,0,0,Low,0,0,High,0,0,High,0,Low,0,0,0,0,Low,0,Low,Medium,High
1976-09-15_Dorothy_76,0,0,Low,Low,Low,Low,Medium,Medium,0,0,Low,0,0,0,0,Medium,0,0,High,Low,0,0,Medium,0,0,Medium,0,Low,Medium,High
1976-09-15_Dorothy_77,0,0,0,0,0,0,Low,High,Medium,Medium,0,0,Low,0,0,0,0,0,0,0,0,0,Low,0,0,High,Medium,0,Medium,High
1976-09-15_Dorothy_78,0,0,0,High,0,0,Low,High,Low,High,Low,0,Medium,0,Low,Medium,High,0,Medium,0,0,0,Medium,Low,0,Medium,Low,Medium,Low,High
1976-09-15_Dorothy_79,0,0,0,Medium,0,0,High,High,0,High,0,0,High,0,Low,0,High,0,Low,0,0,0,0,0,Low,0,0,0,Low,High
1976-09-15_Dorothy_80,0,0,0,Medium,0,0,Medium,High,0,Medium,Low,0,Medium,Low,0,0,High,0,Low,0,0,0,0,0,0,Low,0,0,High,High
1976-09-15_Dorothy_81,0,Low,Medium,Low,Medium,0,0,High,High,Low,Medium,0,Low,0,0,0,High,0,Low,0,0,0,Medium,0,0,0,High,0,Medium,High
1976-09-15_Dorothy_82,0,0,0,0,0,0,Low,High,High,Medium,0,0,0,0,Low,0,0,0,Medium,0,0,0,Low,0,0,Low,0,0,Medium,High
1976-09-15_Dorothy_83,0,0,0,0,0,0,Medium,High,High,Medium,High,0,0,0,0,Medium,Low,0,High,Low,0,0,Medium,Medium,0,0,High,0,Low,High
1976-09-15_Dorothy_84,0,0,0,Low,Low,0,Medium,High,High,High,Medium,0,0,0,0,High,0,0,High,0,0,0,Medium,Medium,0,Low,Medium,0,High,High
1976-09-15_Dorothy_85,Low,Low,Medium,Medium,Medium,0,Medium,High,High,Medium,Medium,0,Medium,0,Medium,High,Low,0,Medium,0,0,0,Medium,Low,0,0,0,Medium,Medium,Medium
1976-09-15_Dorothy_86,0,0,Low,High,0,0,Medium,High,High,Medium,Medium,0,Low,Low,0,0,0,0,0,0,0,0,Low,Low,0,0,Medium,0,Medium,Medium
1976-09-15_Dorothy_87,0,Low,Medium,High,0,0,Medium,High,Medium,High,0,Medium,Medium,0,0,Medium,Medium,0,Medium,High,0,0,Low,Medium,0,Medium,Low,0,High,High
1976-09-15_Dorothy_88,0,Low,0,Medium,Low,0,Medium,High,0,High,0,0,Medium,0,0,High,Medium,0,Medium,High,0,0,0,Low,0,Medium,Low,High,Medium,High
1976-09-15_Dorothy_89,0,Medium,0,Medium,0,Medium,Medium,High,Medium,High,Low,0,High,0,0,High,Medium,0,0,High,0,0,0,Medium,Low,0,Low,0,High,High
1976-09-15_Dorothy_90,0,0,Low,0,Medium,0,Medium,High,Low,Medium,High,Low,Medium,Low,0,High,0,0,Medium,0,0,0,Low,0,0,Low,0,Low,High,High
1976-09-15_Dorothy_91,0,0,0,High,Medium,0,Medium,High,Medium,Medium,Medium,Low,Medium,High,0,High,0,0,Medium,0,0,0,Low,0,0,High,0,0,Low,High
1976-09-15_Dorothy_92,0,0,0,Medium,0,0,0,High,High,Medium,Medium,0,Medium,0,0,0,Medium,0,0,0,0,Low,Low,Low,0,Medium,High,0,High,High
1976-09-15_Dorothy_93,0,0,0,0,0,0,High,High,High,Medium,Low,0,Medium,Low,0,High,Low,0,Medium,0,0,0,0,Low,0,0,Medium,0,High,High
1976-09-15_Dorothy_94,Low,0,0,0,Medium,0,Low,High,Low,Medium,Medium,0,0,0,0,High,0,0,Low,0,0,Medium,Low,Medium,0,0,0,0,Low,High
1976-09-15_Dorothy_95,0,Medium,0,0,Medium,0,Low,High,Medium,Medium,High,0,Medium,0,0,High,0,0,0,0,0,Medium,Low,0,0,Low,0,0,0,High
1976-09-15_Dorothy_96,0,Low,0,0,Low,0,High,High,0,High,High,Low,Medium,0,0,High,0,0,Medium,0,0,0,Low,0,0,High,Medium,0,Medium,Medium
1976-09-15_Dorothy_97,0,0,0,Medium,0,0,High,High,High,Medium,High,0,Low,Medium,Medium,Medium,0,0,Medium,0,0,0,Low,Medium,0,0,Medium,0,Medium,High
1976-09-15_Dorothy_98,Low,0,Low,High,Low,Medium,Low,High,0,Medium,Low,0,Medium,Low,0,High,0,0,Low,0,Low,0,High,0,0,Low,0,0,Medium,High
1976-09-15_Dorothy_99,0,Low,0,0,Medium,Low,Low,High,Low,Medium,High,0,0,Medium,Medium,High,Medium,0,0,0,Low,0,Low,0,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_01,0,0,0,0,0,0,0,High,0,0,Low,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium,0,High,Medium,High
1978-10-10_SECTION_016_02,0,0,0,Medium,Low,Low,0,High,Medium,0,Medium,0,High,0,0,High,0,0,High,Low,0,0,Medium,0,0,Low,Medium,High,Medium,High
1978-10-10_SECTION_016_03,0,0,0,Low,Medium,0,Low,High,Low,High,0,0,Low,Low,0,Medium,0,0,Medium,Medium,0,0,0,Low,0,Medium,Medium,Medium,High,High
1978-10-10_SECTION_016_04,0,0,0,0,Medium,0,Low,High,0,Medium,0,0,Low,Low,Low,Medium,0,0,Low,Medium,0,0,Medium,Medium,0,Low,High,0,Low,High
1978-10-10_SECTION_016_05,0,0,0,0,Low,0,Low,High,Medium,High,Medium,0,0,0,Low,0,0,0,Medium,Low,0,0,0,Medium,0,Low,Low,Medium,Medium,High
1978-10-10_SECTION_016_06,0,0,0,0,Low,0,0,High,Low,High,Low,0,Medium,0,0,Medium,0,0,Medium,0,0,0,Low,Medium,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_07,0,0,0,0,Low,0,0,High,0,Medium,Medium,Medium,Medium,Low,0,Medium,0,0,Medium,Low,0,0,Medium,0,0,Low,Medium,0,High,High
1978-10-10_SECTION_016_08,0,0,0,Low,Low,0,0,High,Medium,Medium,High,0,Medium,0,High,High,0,Medium,Medium,Low,Medium,0,0,0,0,Medium,High,0,High,High
1978-10-10_SECTION_016_09,0,0,Low,Medium,Medium,0,Medium,High,Medium,Low,0,0,Medium,Low,Low,High,0,Low,Medium,0,0,0,0,Medium,0,Medium,High,0,High,High
1978-10-10_SECTION_016_10,0,0,Low,0,Low,0,Medium,High,0,0,0,Low,0,Low,Low,0,0,0,Low,0,0,0,0,0,0,0,0,0,Medium,High
1978-10-10_SECTION_016_100,0,0,0,0,Low,0,Low,High,0,Medium,Medium,Low,High,0,0,0,High,0,Medium,0,0,0,Low,0,0,Medium,High,0,Low,Medium
1978-10-10_SECTION_016_101,0,0,0,0,0,Medium,Low,High,0,Medium,Medium,0,Low,0,0,0,High,0,0,0,0,0,0,0,0,0,Low,0,Low,High
1978-10-10_SECTION_016_102,0,0,0,0,Medium,Medium,Medium,High,Medium,Medium,Medium,Low,Medium,0,0,0,High,0,High,0,0,0,0,0,0,Medium,0,0,Low,High
1978-10-10_SECTION_016_103,0,0,0,0,Low,0,Low,High,Low,Low,Medium,0,Low,0,0,0,High,0,Medium,0,0,0,0,0,0,0,0,0,Medium,Low
1978-10-10_SECTION_016_104,0,0,Low,0,Low,Low,0,High,0,Medium,Medium,0,High,0,0,0,High,0,Medium,0,Low,0,Medium,0,0,0,0,0,High,High
1978-10-10_SECTION_016_105,0,0,0,Low,0,0,Low,High,0,High,0,0,High,0,0,0,Medium,0,0,0,0,0,High,Low,0,Medium,0,0,Medium,High
1978-10-10_SECTION_016_106,0,0,0,Low,Medium,0,0,High,Low,Low,0,0,High,0,0,0,Medium,0,0,Low,0,0,0,0,0,Low,0,0,Medium,Medium
1978-10-10_SECTION_016_107,0,0,0,Low,Medium,0,0,Medium,0,Low,Low,0,0,0,0,0,Medium,0,High,0,0,0,Medium,0,0,0,Medium,0,Low,High
1978-10-10_SECTION_016_108,0,0,0,Medium,0,Low,0,High,0,Low,High,Medium,High,0,Low,0,High,0,High,0,0,0,Medium,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_109,0,0,0,0,Medium,0,0,High,0,Low,Medium,0,High,0,0,0,High,0,High,0,0,0,Low,Medium,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_11,0,0,0,High,Medium,0,Low,High,Medium,Medium,Medium,0,Medium,0,0,Medium,0,0,Medium,0,0,0,Low,0,0,Low,Medium,0,Medium,High
1978-10-10_SECTION_016_110,Low,0,0,0,Low,Medium,Low,High,Medium,Medium,Low,0,Medium,0,0,0,High,0,0,0,0,0,0,0,0,Medium,Medium,0,Medium,High
1978-10-10_SECTION_016_111,Medium,0,0,0,0,Medium,0,High,0,Medium,Medium,0,0,0,0,0,Medium,0,Medium,0,Low,0,Medium,0,0,0,Low,0,Medium,High
1978-10-10_SECTION_016_112,0,0,0,0,0,0,High,High,0,High,0,0,Low,0,0,0,High,0,High,0,0,0,0,Low,0,0,Medium,0,Medium,High
1978-10-10_SECTION_016_113,0,0,0,Medium,Medium,0,Low,High,0,Low,Medium,0,Medium,0,0,0,High,0,Medium,0,0,0,Medium,0,0,Medium,0,0,Low,High
1978-10-10_SECTION_016_114,0,0,0,Medium,0,0,0,High,Medium,Low,0,0,Medium,0,0,0,High,0,Medium,0,0,0,0,0,0,High,Medium,0,High,High
1978-10-10_SECTION_016_115,0,0,0,High,Medium,0,0,High,Medium,High,0,0,Medium,0,0,0,High,0,Medium,0,0,0,High,Medium,0,Low,Medium,0,Low,High
1978-10-10_SECTION_016_116,0,0,0,High,0,0,0,High,Medium,Medium,Medium,Low,Medium,0,0,0,Medium,0,Low,0,0,0,High,0,0,Medium,Medium,0,Medium,Medium
1978-10-10_SECTION_016_117,0,0,0,Medium,Medium,0,0,High,0,Medium,Low,0,Low,0,Low,0,Medium,0,Medium,0,0,0,0,0,0,Low,High,Medium,Medium,High
1978-10-10_SECTION_016_118,0,0,0,High,High,0,0,High,High,Medium,0,0,0,0,Low,0,High,0,Medium,0,0,0,Low,0,Low,Low,0,Medium,Low,High
